"index","TS1","TS2","TS3","TS4","TS5","TS6","TS7","TS8","TS9","TS10","TS11","TS12","TS13","TS14","TS15","TS16","TS17","TS18","TS19","TS20","TS21","TS22","TS23","TS24","TS25","TS26","TS27","TS28","TS29","TS30","TS31","TS32","TS33","TS34","TS35","TS36","TS37","TS38","TS39","TS40","TS41","TS42","TS43","TS44","TS45","TS46","TS47","TS48","TS49","TS50","TS51","TS52","TS53","TS54","TS55","TS56","TS57","TS58","TS59","TS60","TS61","TS62","TS63","TS64","TS65","TS66","TS67","TS68","TS69","TS70","TS71","TS72","TS73","TS74","TS75","TS76","TS77","TS78","TS79","TS80","Left_Right","FWD"
4541,0.65111,0.45806,0.41232,0.40666,0.80123,0.16641,0.24311,0.61578,0.30227,0.40072,0.37067,0.3281,0.2619,0.24971,0.33412,0.07387,0.24228,0.28343,0.21581,0.23936,0.24714,0.19162,0.12976,0.10594,0.26266,0.081652,0.29349,0.12925,0.15822,0.12985,0.067112,0.22983,-0.080225,-0.0032783,-0.042652,-0.060841,-0.13203,0.14246,-0.059856,-0.00093826,-0.056578,0.040848,0.1341,-0.1291,0.086776,0.19646,0.045936,-0.0067844,0.021294,-0.046717,0.058552,-0.038853,-0.031488,0.014048,-0.021291,-0.04641,0.0019392,0.083693,0.14477,0.11441,0.083353,-0.048883,-0.038646,-0.09682,-0.018827,-0.014237,0.026113,0.050738,0.05557,-0.033769,0.10746,0.072246,0.020867,-0.036933,0.0051656,-0.027979,-0.0034385,0.033863,0.0082773,0.0071579,0.19141959444,0.6911195112
4551,0.57984,0.35708,0.39121,0.38419,0.72808,0.18154,0.25111,0.60785,0.23741,0.38153,0.36899,0.35878,0.23101,0.24903,0.32132,0.028067,0.26105,0.27216,0.21845,0.21297,0.26068,0.1551,0.11974,0.11738,0.28633,0.05878,0.29582,0.10937,0.16366,0.14522,0.057486,0.2223,-0.18451,0.025659,-0.042399,-0.058191,-0.1186,0.11512,-0.050921,0.02571,-0.036708,0.018851,0.092446,-0.12262,0.1256,0.17391,0.045333,-0.0073921,0.04066,-0.0346,0.026528,-0.03926,-0.028359,0.024811,-0.017552,-0.032914,0.0093251,0.10467,0.12035,0.13215,0.074062,-0.057063,-0.035397,-0.085383,-0.017816,-0.023767,0.0052695,0.064931,0.024513,-0.1059,0.071978,0.081602,0.0065031,-0.043812,0.045323,-0.045562,-0.020039,0.037789,0.010641,0.00017499,0.19907073028,0.5639068798
4561,0.56077,0.35935,0.38295,0.39854,0.67818,0.18176,0.23994,0.61399,0.2133,0.34956,0.35595,0.37822,0.22588,0.2405,0.32155,0.042754,0.28135,0.27782,0.23408,0.21572,0.25196,0.16259,0.1055,0.11396,0.25675,0.07988,0.27793,0.1105,0.13654,0.15561,0.070733,0.22484,-0.16204,0.039795,-0.051071,-0.072183,-0.10445,0.1125,-0.059718,0.036027,-0.038409,0.010352,0.086203,-0.12709,0.14305,0.15301,0.041209,0.025155,0.044398,-0.037392,-0.0024592,-0.050002,-0.01636,0.0060362,-0.0093899,-0.032634,0.00076502,0.14428,0.11005,0.11483,0.05875,-0.071514,-0.02173,-0.075592,-0.014621,-0.025949,-0.029011,0.070004,0.035826,-0.10982,0.063062,0.081233,-0.0054745,-0.02564,0.074981,-0.040989,0.033323,0.053127,0.018129,-0.0060884,0.16019757032,0.5176841636
4571,0.56597,0.37979,0.33174,0.39711,0.61212,0.21056,0.22503,0.5932,0.22585,0.33959,0.3225,0.39028,0.19316,0.24801,0.29269,0.063816,0.28484,0.24728,0.21407,0.19691,0.23502,0.14322,0.12734,0.14647,0.22592,0.092649,0.2417,0.12584,0.13567,0.17009,0.055993,0.21238,-0.14671,0.053848,-0.05011,-0.074584,-0.087813,0.10129,-0.056373,0.034334,-0.037575,-0.015328,0.070555,-0.13796,0.15775,0.14396,0.040705,0.0017041,0.047743,-0.028534,-0.025165,-0.053555,-0.020606,0.015547,-0.028375,-0.023481,-0.0016872,0.16691,0.09,0.11763,0.057087,-0.06191,-0.017431,-0.065646,-0.017536,-0.042329,-0.057219,0.06423,0.026953,-0.10448,0.061698,0.064467,-0.011315,-0.0066262,0.068483,-0.048805,0.061986,0.023423,0.012254,-0.020323,0.02551482728,0.5083557286
4581,0.5429,0.39769,0.29457,0.37837,0.56347,0.21902,0.21535,0.55116,0.22932,0.32465,0.29901,0.397,0.20009,0.25045,0.27808,0.096206,0.3098,0.25342,0.20644,0.20436,0.23013,0.11486,0.16738,0.1588,0.21503,0.098488,0.21525,0.11694,0.13223,0.1699,0.03898,0.19803,-0.065244,0.098372,-0.057146,-0.077076,-0.099546,0.094642,-0.05122,0.014566,-0.058821,-0.0093825,0.10552,-0.1748,0.15351,0.13356,0.035553,0.015861,0.047856,-0.01927,-0.029188,-0.0403,-0.022097,0.064846,-0.025261,-0.05322,-0.019849,0.18171,0.082379,0.13203,0.068507,-0.066786,-0.009845,-0.04745,-0.005295,-0.056573,-0.082691,0.057634,0.039416,-0.066683,0.10297,0.051962,-0.0014245,-0.0070601,0.06297,-0.034842,0.051527,0.02384,0.028132,-0.012865,-0.09373881124,0.4842877172
4591,0.53658,0.40766,0.39867,0.40863,0.52279,0.21782,0.2133,0.51984,0.21082,0.25508,0.28779,0.38293,0.2215,0.25942,0.26902,0.11724,0.31877,0.25981,0.20797,0.19252,0.25332,0.12942,0.19442,0.18441,0.2137,0.11102,0.18399,0.089576,0.11192,0.14921,0.075418,0.17412,-0.14916,0.11148,-0.044702,-0.084932,-0.10033,0.089371,-0.04525,-0.0066586,-0.029634,-0.02194,0.11212,-0.14765,0.16438,0.095121,0.045228,-0.0091605,0.056633,-0.019334,-0.064766,-0.052899,-0.016238,0.026199,-0.03696,-0.056314,-0.031033,0.18101,0.10486,0.14026,0.066637,-0.052681,-0.00045326,-0.060695,-0.023194,-0.047342,-0.056773,0.041145,0.024135,-0.091476,0.085685,0.066348,0.012687,-0.015699,0.059663,-0.042602,0.060156,0.039899,0.051303,-0.017103,0.1109461018,0.5012946278
4601,0.54627,0.44319,0.55677,0.44206,0.53714,0.1935,0.21776,0.49998,0.23052,0.18698,0.2829,0.3834,0.22815,0.26224,0.29995,0.11979,0.35691,0.28123,0.23423,0.2035,0.25099,0.19243,0.20283,0.19363,0.18343,0.14356,0.16347,0.070396,0.10481,0.14293,0.17238,0.19946,-0.075105,0.14575,-0.048523,-0.069945,-0.12421,0.096647,-0.04346,-0.02849,-0.047342,-0.033342,0.11395,-0.16049,0.17162,0.036029,0.04813,-0.0033814,0.067316,-0.0098561,-0.097583,-0.064176,-0.022393,0.040303,-0.022045,-0.081425,-0.052978,0.19041,0.11237,0.14902,0.045599,-0.057881,-0.0061174,-0.053663,-0.02606,0.027486,-0.02858,0.030879,0.031433,-0.098956,0.069823,0.036521,0.01194,-0.026842,0.061283,-0.019719,0.048089,0.010673,0.049365,-0.011254,0.3497269426,0.451583353
4611,0.49568,0.4246,0.48474,0.40082,0.48602,0.13978,0.20971,0.44344,0.21525,0.11398,0.19648,0.33794,0.20611,0.24901,0.24936,0.11475,0.33553,0.25238,0.21271,0.1768,0.23127,0.18927,0.20094,0.21587,0.18126,0.11436,0.11447,0.044945,0.091467,0.14135,0.17319,0.19604,-0.072273,0.14749,-0.044444,-0.094405,-0.12517,0.076342,-0.050403,-0.025207,-0.041353,-0.037248,0.088381,-0.14126,0.17215,-0.008047,0.041039,0.027445,0.079256,-0.0074952,-0.10442,-0.048781,-0.025606,0.043287,-0.0069534,-0.030064,-0.053028,0.20786,0.11614,0.15241,0.036083,-0.056499,-0.009688,-0.061376,-0.033101,0.064339,-0.031711,0.045461,0.018958,-0.076321,0.094774,0.022549,0.0081995,-0.036374,0.060405,-0.0090617,0.039144,-0.002619,0.061512,-0.014105,0.238246052,0.3721239926
4621,0.39866,0.40203,0.35988,0.37124,0.45513,0.13092,0.21765,0.3988,0.2203,0.077112,0.10158,0.29797,0.16217,0.2242,0.18319,0.12532,0.31406,0.19678,0.21069,0.18455,0.20613,0.1513,0.19797,0.20686,0.15017,0.12905,0.075054,0.041297,0.10497,0.1319,0.16407,0.1464,-0.0011992,0.16113,-0.03489,-0.11267,-0.1124,0.046766,-0.048347,-0.012606,-0.05119,-0.035391,0.066377,-0.1159,0.13661,-0.013441,0.05616,0.014696,0.077636,-0.013054,-0.10146,-0.034519,-0.034187,0.021961,-0.0080611,-0.019643,-0.052014,0.2057,0.10148,0.16499,0.012422,-0.056908,-0.021086,-0.07658,-0.027429,0.05162,-0.037641,0.041532,0.034884,-0.050637,0.10281,0.016612,-0.027929,-0.047803,0.031568,-0.0016341,0.030305,-0.028898,0.064129,-0.012045,0.2002789002,0.319787042
4631,0.3435,0.43185,0.2578,0.37229,0.43486,0.13011,0.22098,0.36646,0.24491,0.038377,0.030946,0.28438,0.15916,0.23526,0.11988,0.16411,0.31694,0.16663,0.2025,0.13504,0.18211,0.10448,0.18534,0.22048,0.10407,0.15334,0.045996,0.027822,0.10423,0.14967,0.13816,0.12654,0.035887,0.16223,-0.038631,-0.14667,-0.12015,0.0051401,-0.030344,-0.013881,-0.052473,-0.030113,0.066087,-0.11463,0.11391,-0.010304,0.051753,0.013403,0.065355,-0.0047868,-0.081836,-0.037143,-0.035894,0.015877,-0.012966,-0.040252,-0.057316,0.21237,0.09655,0.15388,-0.0019712,-0.056759,-0.026422,-0.061199,-0.0018638,0.06436,-0.017402,0.043733,0.026102,-0.018512,0.10614,0.026705,-0.041704,-0.049315,0.05183,0.001383,0.033489,0.0030577,0.052867,-0.011114,0.1650412969,0.2639961254
4641,0.38155,0.53604,0.23336,0.40983,0.39923,0.15573,0.24876,0.37267,0.31152,0.0073559,-0.0018832,0.24468,0.1986,0.26645,0.09176,0.20004,0.29397,0.15022,0.19867,0.091365,0.18449,0.079087,0.27263,0.23944,0.049283,0.17518,0.02215,0.014767,0.11964,0.16748,0.14611,0.11801,0.04279,0.14857,-0.041771,-0.16322,-0.12198,-0.022749,-0.019646,-0.0088856,-0.036877,-0.029853,0.041517,-0.11023,0.12309,8.6e-05,0.086994,0.011939,0.053537,0.018028,-0.064342,-0.030062,-0.017964,0.0092799,-0.016843,-0.048821,-0.083458,0.20993,0.09628,0.17052,-0.01518,-0.037886,-0.017667,-0.029517,-0.017916,0.048485,-0.010632,0.01939,0.037781,-0.038345,0.11118,0.027697,-0.010676,-0.059885,0.043345,0.030215,0.049549,0.0040047,0.044639,-0.020734,0.13197932586,0.4044064962
4651,0.47181,0.59836,0.33499,0.43865,0.43168,0.19213,0.28149,0.38414,0.33001,0.077918,0.1089,0.24585,0.24352,0.29291,0.14639,0.23766,0.28526,0.15594,0.19086,0.10514,0.19024,0.14185,0.29358,0.25679,0.077505,0.22834,0.072256,0.022334,0.15711,0.15722,0.13166,0.12314,0.038873,0.13951,-0.038409,-0.15431,-0.11697,0.00087317,-0.0090377,-0.019154,-0.039754,-0.030232,0.032234,-0.07105,0.085213,-0.0087886,0.089975,0.019784,0.058351,0.01702,-0.049619,-0.042331,-0.01254,0.016656,0.012972,-0.059036,-0.068337,0.19877,0.089926,0.14881,-0.013291,-0.039417,-0.0010267,-0.00065193,-0.0097577,0.057566,0.0141,0.002153,0.036575,-0.070106,0.098325,0.035081,-0.025697,-0.055807,0.026315,0.050564,0.036514,0.00685,0.034639,-0.011249,0.6713810924,0.7330853162
4661,0.57765,0.65481,0.58225,0.50637,0.55858,0.17058,0.29609,0.41859,0.36568,0.090493,0.2062,0.2792,0.27905,0.26616,0.23095,0.24903,0.30113,0.18642,0.23359,0.15329,0.1978,0.20963,0.23128,0.25758,0.12553,0.19262,0.10317,0.029834,0.16621,0.14464,0.21402,0.16403,0.027807,0.16863,-0.051581,-0.16571,-0.14358,0.018059,-0.023837,-0.015556,-0.05661,-0.026612,0.044503,-0.14327,0.060741,-0.026804,0.080739,0.027086,0.040967,0.0034826,-0.066672,-0.064666,-0.014528,-0.0089289,0.046277,-0.069162,-0.053045,0.17033,0.11651,0.13314,-0.02232,-0.037844,0.0089392,-0.015238,-0.024222,0.1028,0.022351,-0.02631,0.044795,-0.10947,0.039727,0.02444,-0.0058372,-0.064988,0.03484,0.074234,0.042159,-0.033168,0.023022,-0.018904,0.9031751226,0.8909885436
4671,0.55072,0.56154,0.50699,0.46878,0.5973,0.13468,0.28971,0.4235,0.36198,0.087151,0.19583,0.29011,0.28805,0.2463,0.24036,0.17975,0.28527,0.17516,0.23245,0.16348,0.20666,0.21161,0.15538,0.25574,0.15467,0.1613,0.079915,0.03897,0.14142,0.14069,0.18276,0.14796,-0.055076,0.16716,-0.058331,-0.1523,-0.14529,0.0071142,-0.023317,0.011033,-0.060121,-0.057133,0.034384,-0.12986,0.025616,-0.04875,0.066058,0.036256,0.025993,0.00067747,-0.096812,-0.0769,-0.02083,-0.0288,0.060263,-0.059598,-0.045301,0.1663,0.10632,0.13097,-0.013234,-0.043214,0.00015602,-0.039761,-0.021415,0.089111,0.02844,-0.0051336,0.044514,-0.11512,0.044105,0.025147,0.0085045,-0.057504,0.034835,0.052755,0.066233,-0.01206,0.0047538,-0.027355,0.8803376228,0.9141965028
4681,0.45117,0.39561,0.37981,0.35947,0.54102,0.07964,0.29922,0.38362,0.2833,0.077447,0.19738,0.29527,0.27291,0.25397,0.21969,0.07431,0.26948,0.15232,0.21026,0.14848,0.20406,0.16994,0.098278,0.21631,0.16732,0.096937,0.063599,0.03551,0.16774,0.14532,0.16134,0.11339,-0.15172,0.18719,-0.047603,-0.1613,-0.13532,0.00021733,-0.027708,0.011229,-0.059463,-0.047038,0.042536,-0.085598,0.038344,-0.038161,0.067737,0.054617,0.053654,0.013877,-0.094846,-0.073903,-0.018304,-0.033228,0.08242,-0.064152,-0.02454,0.17311,0.093312,0.1336,-0.050717,-0.045068,-0.0012163,-0.037426,-0.022141,0.064728,0.051718,0.0035462,-0.0039379,-0.15078,-0.048774,0.012781,-0.0016588,-0.047511,0.044737,0.022415,0.071802,0.024785,0.010779,-0.051633,0.5512238864,0.5774421816
4691,0.40872,0.25144,0.49562,0.3064,0.50172,0.012503,0.26312,0.33275,0.18988,0.10552,0.27667,0.31014,0.24156,0.23843,0.25397,0.018591,0.28332,0.20137,0.21587,0.13964,0.19689,0.17642,0.066833,0.20567,0.14992,0.081348,0.1019,0.019664,0.14712,0.16292,0.18997,0.14064,-0.11872,0.18222,-0.04467,-0.12464,-0.13269,0.01018,-0.038148,-0.0085331,-0.058438,-0.041528,0.063666,-0.084594,0.029044,-0.0065467,0.066524,0.045627,0.050973,0.019526,-0.082427,-0.071792,-0.0017925,0.0020128,0.14641,-0.012005,-0.016035,0.17257,0.072348,0.10974,-0.051343,-0.059515,-0.0024357,-0.017789,-0.034351,0.079407,0.074604,0.010295,0.008738,-0.15116,-0.041142,0.028601,0.002564,-0.034091,0.043875,0.016209,0.073251,0.04032,0.017041,-0.052171,0.3348793572,0.3568435946
4701,0.35326,0.10877,0.51137,0.22959,0.42533,-0.052802,0.21969,0.2805,0.089103,0.20188,0.38622,0.30756,0.23522,0.25298,0.29048,-0.051061,0.27764,0.16744,0.15786,0.14313,0.19163,0.15522,0.025461,0.16944,0.17092,0.017322,0.15784,0.0069149,0.12216,0.17219,0.16733,0.13111,-0.16891,0.13712,-0.037814,-0.11934,-0.091495,0.042605,-0.036619,-0.016224,-0.048684,-0.011536,0.048616,-0.051581,0.0033823,0.018952,0.077957,0.035908,0.072477,0.025853,-0.019118,-0.068137,-0.0079772,0.036172,0.17596,-0.039363,-0.024255,0.16637,0.050625,0.085068,-0.039536,-0.069601,0.010862,-0.01871,-0.034424,0.098383,0.11708,0.019018,-0.038084,-0.14452,-0.075533,0.03505,0.016299,-0.04596,0.055325,0.02076,0.089419,0.0011726,0.034217,-0.05949,0.2029030698,0.2215336452
4711,0.24046,-0.0513,0.45954,0.14653,0.35392,-0.13582,0.17165,0.21664,-0.0064592,0.18013,0.36536,0.28084,0.18042,0.23691,0.25605,-0.12375,0.27149,0.12664,0.11682,0.11557,0.14933,0.14045,-0.0094412,0.1247,0.13351,-0.06474,0.14753,0.0029149,0.09035,0.14146,0.10783,0.13989,-0.16007,0.12028,-0.03304,-0.12922,-0.053515,0.058154,-0.026396,-0.013087,-0.037134,0.016186,0.061004,-0.030232,-0.031478,0.012687,0.069045,0.004512,0.086502,0.028392,0.016295,-0.03981,0.0093419,0.026398,0.1741,-0.061095,-0.0058111,0.16811,0.026707,0.064199,-0.020083,-0.076932,0.023385,-0.024339,-0.049644,0.086584,0.13055,0.030719,-0.061898,-0.12826,-0.11416,0.028012,0.038238,-0.050218,0.037705,0.046262,0.091232,0.0022913,0.028185,-0.057372,0.1232606481,0.1376813016
4721,0.1097,-0.19533,0.41853,0.072467,0.26795,-0.16682,0.11806,0.16336,-0.093415,0.076163,0.26658,0.22061,0.13822,0.22584,0.18691,-0.18604,0.24847,0.10493,0.049688,0.076814,0.14946,0.18316,-0.029982,0.097406,0.11435,-0.091333,0.087924,0.092112,0.066356,0.14586,0.077713,0.10939,-0.1584,0.097607,-0.022544,-0.16827,-0.039007,0.03672,-0.023799,-0.010541,-0.037452,0.0025114,0.054071,0.026232,-0.030535,-0.049821,0.046479,0.0074842,0.08335,0.035459,-0.014271,-0.019513,0.020814,0.0088637,0.12949,-0.053459,-0.02522,0.17637,-0.0020676,0.058052,0.042917,-0.056941,0.037539,0.0053403,-0.052467,0.075749,0.09644,0.031633,-0.085776,-0.11919,-0.11243,0.015798,0.029552,-0.013545,0.058769,0.068461,0.09559,-0.0060686,0.010315,-0.043446,0.07453892034,0.08719213928
4731,0.022984,-0.2956,0.45307,0.029734,0.22709,-0.20223,0.05957,0.11713,-0.14809,-0.020699,0.17041,0.12796,0.10581,0.19318,0.1597,-0.20913,0.21628,0.14739,0.01557,0.037735,0.11198,0.18291,-0.076569,0.059414,0.075272,-0.1087,0.042601,0.12354,0.029241,0.11382,0.069904,0.074817,-0.14723,0.067701,-0.018095,-0.15447,-0.034125,-0.012585,-0.022468,-0.023865,-0.021989,-0.024236,0.004209,0.025346,-0.034206,-0.093106,0.034262,0.009123,0.079999,0.036152,-0.062419,-0.0046588,0.026831,-0.044733,0.10671,-0.057119,-0.042787,0.16321,-0.041032,0.05224,0.066902,-0.039991,0.027364,-0.0062759,-0.062797,0.064851,0.048507,0.035548,-0.091174,-0.10837,-0.11874,-0.0021428,0.024331,-0.010664,0.032444,0.070804,0.080361,-0.012167,0.0060765,-0.047686,0.04480567722,0.05651366396
4741,-0.0082135,-0.33297,0.58659,0.022339,0.18876,-0.22554,0.033242,0.090965,-0.17657,-0.041376,0.18064,0.074224,0.061302,0.15568,0.18829,-0.20853,0.17694,0.20956,-0.011264,0.0018051,0.083701,0.19104,-0.090659,0.014394,0.061142,-0.10108,0.05238,0.11828,0.007178,0.07595,0.073996,0.089059,-0.12822,0.053522,-0.018477,-0.11184,-0.030971,-0.032515,-0.025591,-0.057114,-0.029926,-0.041949,-0.046885,0.0018084,-0.064785,-0.092606,0.018337,-0.02451,0.059044,0.033617,-0.083661,0.0057829,0.02376,-0.084575,0.092679,-0.070466,-0.054561,0.14546,-0.04874,0.030111,0.050304,-0.04569,0.029072,-0.0084354,-0.059382,0.077964,0.024867,0.019147,-0.092649,-0.092451,-0.13209,0.0044606,0.00188,-0.026421,0.023493,0.03793,0.082973,-0.019951,-0.0056388,-0.054366,0.02467896612,0.0356426271
4751,-0.06004,-0.38294,0.57831,-0.010895,0.13742,-0.25793,0.010108,0.034405,-0.21997,-0.019252,0.17536,0.038384,0.038219,0.13265,0.17381,-0.20949,0.11788,0.19274,-0.054432,-0.043209,0.052593,0.17766,-0.10491,-0.0077726,0.055371,-0.11963,0.045148,0.066561,-0.0028718,0.067476,0.05819,0.11309,-0.1254,0.019129,-0.0092992,-0.12319,-0.025875,-0.053637,-0.016844,-0.067698,-0.018013,-0.046549,-0.08199,0.0055834,-0.072558,-0.091852,0.012782,-0.050019,0.064892,0.021529,-0.096101,0.0074316,0.020686,-0.094131,0.078437,-0.082701,-0.075951,0.12438,-0.047683,0.010101,0.037516,-0.025677,0.022059,0.0025139,-0.064047,0.073764,0.015454,0.030768,-0.089447,-0.080342,-0.12817,-0.00042528,-0.029865,-0.037191,0.035288,0.013684,0.058034,-0.0089593,-0.0084008,-0.052165,0.008736082232,0.0204729012
4761,-0.12303,-0.46491,0.42805,-0.073019,0.063257,-0.29859,-0.018721,-0.0055293,-0.26004,-0.047509,0.1411,-0.0039066,0.00042219,0.10499,0.11799,-0.21294,0.10881,0.14286,-0.090144,-0.070607,0.028997,0.11311,-0.11547,-0.037881,0.034619,-0.10892,0.033175,0.043221,-0.013016,0.061237,0.03582,0.095286,-0.12625,0.01114,0.0027666,-0.11853,0.0035582,-0.049511,-0.014909,-0.064652,-0.029177,-0.032339,-0.070168,0.011702,-0.08204,-0.060468,-0.01246,-0.032074,0.06331,0.045303,-0.099228,0.028709,0.036025,-0.10197,0.067406,-0.078584,-0.068784,0.11043,-0.068466,-0.005536,0.0063897,-0.018914,0.019595,0.017787,-0.065202,0.05689,0.013042,0.030638,-0.096513,-0.08609,-0.12878,-0.0086857,-0.029157,-0.022919,0.043452,0.031525,0.070728,-0.0097387,-0.014722,-0.055929,-2.45e-05,0.010962824682
4771,-0.19006,-0.54464,0.24295,-0.15942,-0.013111,-0.33129,-0.069603,-0.046123,-0.28875,-0.038041,0.066436,-0.018531,-0.049719,0.11015,0.0813,-0.22352,0.10413,0.08077,-0.10086,-0.10861,0.0064427,0.049146,-0.12305,-0.058459,0.03465,-0.12776,0.026789,0.018513,-0.042052,0.053189,0.023105,0.068919,-0.14715,-0.010428,0.052922,-0.13392,0.017026,-0.025008,-0.0027242,-0.064491,-0.017615,-0.021518,-0.075334,0.0464,-0.087392,-0.042477,-0.037987,-0.033382,0.047808,0.064545,-0.073979,0.040514,0.035785,-0.11427,0.052124,-0.05041,-0.0332,0.085642,-0.052771,-0.017208,-1.95e-05,-0.01108,0.017651,-0.0016232,-0.067075,0.028308,0.024651,0.038808,-0.091444,-0.084757,-0.14028,-0.02082,-0.039727,-0.021351,0.070111,0.021179,0.067913,-0.019717,-0.0037046,-0.058868,-0.002356366756,0.007049000506
4781,-0.3002,-0.593,0.074699,-0.22428,-0.072364,-0.36089,-0.094853,-0.081676,-0.31386,-0.10004,-0.019046,-0.065382,-0.12638,0.069694,0.013282,-0.23526,0.074325,0.02745,-0.13958,-0.14033,-0.0073158,-0.0041903,-0.15296,-0.069386,0.0015606,-0.11357,-0.0077282,-0.03354,-0.06824,0.043387,0.0020561,0.045016,-0.16717,-0.017498,0.092626,-0.13046,0.029848,-0.052803,-0.0062705,-0.054477,-0.019659,-0.017948,-0.069264,0.022642,-0.089494,-0.049122,-0.062262,-0.036435,0.048868,0.10449,-0.067163,0.050361,0.047362,-0.13278,0.04188,-0.037866,-0.013965,0.076827,-0.045008,-0.018984,-0.032286,0.0099768,0.029354,-0.004001,-0.068175,0.024978,0.023412,0.037065,-0.10104,-0.071335,-0.1319,-0.01058,-0.050326,-0.035539,0.037566,0.027919,0.060045,-0.019534,-0.00897,-0.059433,-0.0011376525584,0.007664274948
4791,-0.38458,-0.64454,-0.043605,-0.28499,-0.12011,-0.38494,-0.12591,-0.11467,-0.33777,-0.17185,-0.12938,-0.091632,-0.13443,0.043339,-0.042182,-0.23393,0.077291,-0.039603,-0.16908,-0.20958,-0.023223,-0.031475,-0.16528,-0.090725,-0.044448,-0.1411,-0.058144,-0.04938,-0.083485,0.030964,-0.013,0.023652,-0.18154,-0.0014976,0.13353,-0.10877,0.037284,-0.095062,0.0063114,-0.049722,-0.027484,-0.025946,-0.059454,0.038139,-0.091062,-0.089873,-0.10253,-0.058337,0.039352,0.13102,-0.080664,0.072168,0.047959,-0.14348,0.041433,-0.0056275,0.0096785,0.079583,-0.040558,-0.02019,-0.015787,0.043748,0.042881,-0.0048419,-0.065091,0.0062756,0.016649,0.036447,-0.1086,-0.066802,-0.14152,-0.016329,-0.029481,-0.043369,0.027465,0.020317,0.044115,-0.019265,0.00035162,-0.047298,-0.0018195979914,0.007495368008
4801,-0.44217,-0.66195,-0.16703,-0.30744,-0.16033,-0.39637,-0.1467,-0.1359,-0.34115,-0.15978,-0.15146,-0.076732,-0.15985,0.055687,-0.074737,-0.24154,0.088383,-0.064144,-0.1561,-0.20824,-0.048272,-0.060996,-0.17319,-0.070985,-0.045168,-0.17221,-0.065701,-0.038672,-0.078178,0.022415,-0.030491,-0.0063363,-0.18785,0.00097615,0.13854,-0.086971,0.051888,-0.091975,0.01199,-0.035066,-0.035841,-0.028411,-0.06548,0.071626,-0.096986,-0.062434,-0.15478,-0.049799,0.030495,0.14355,-0.084691,0.054768,0.047297,-0.12616,0.038952,0.015457,0.013986,0.073351,-0.046432,-0.0047168,-0.0057668,0.038085,0.050931,0.0054591,-0.051881,0.010045,0.0012324,0.02697,-0.10703,-0.061725,-0.13164,-0.028984,0.017071,-0.061087,0.018661,-0.0024533,0.046436,-0.0025033,0.011964,-0.043767,-0.002295105866,0.007314101412
4811,-0.49477,-0.73526,-0.26106,-0.36121,-0.2091,-0.41473,-0.16733,-0.16392,-0.36814,-0.11962,-0.14238,-0.08872,-0.17403,0.061884,-0.10443,-0.24575,0.093146,-0.1091,-0.17435,-0.19032,-0.071911,-0.090066,-0.17366,-0.080727,-0.060786,-0.18555,-0.058744,-0.058329,-0.096491,0.014556,-0.040335,-0.0024819,-0.19475,-0.001985,0.12445,-0.068804,0.051898,-0.10631,0.011415,-0.035078,-0.045777,-0.018036,-0.062759,0.079789,-0.099492,-0.050004,-0.18167,-0.049193,0.015723,0.1291,-0.069064,0.066807,0.034694,-0.11177,0.040017,0.021887,0.032142,0.048293,-0.066214,-0.0080146,0.0073789,0.035614,0.041165,0.004507,-0.034534,0.00071515,0.022812,0.036404,-0.10757,-0.065775,-0.14651,-0.028923,0.031029,-0.052792,0.009221,-0.013811,0.055589,-0.028319,0.023552,-0.045786,-0.0018328662636,0.00690541424
4821,-0.55998,-0.78737,-0.34137,-0.40038,-0.25273,-0.4324,-0.21166,-0.19998,-0.37454,-0.13169,-0.19723,-0.10524,-0.20168,0.062424,-0.14425,-0.26182,0.096513,-0.13406,-0.20878,-0.19568,-0.10111,-0.10284,-0.19442,-0.10771,-0.097012,-0.21695,-0.08557,-0.057594,-0.11349,0.006206,-0.060318,-0.025251,-0.22011,-0.004833,0.11253,-0.080989,0.052031,-0.098633,0.017749,-0.038971,-0.052525,-0.027178,-0.054604,0.070941,-0.096337,-0.069767,-0.19301,-0.045588,0.016704,0.11398,-0.090302,0.090762,0.03861,-0.097987,0.025466,0.058661,0.029982,0.050213,-0.047481,0.004966,0.05803,0.04121,0.059848,0.018085,-0.018818,-0.0060615,0.02008,0.030809,-0.11266,-0.066199,-0.13441,-0.036512,0.049269,-0.031528,0.027917,-0.017365,0.057512,-0.024541,0.017114,-0.023735,-0.002221099108,0.006974375918
