"index","TS1","TS2","TS3","TS4","TS5","TS6","TS7","TS8","TS9","TS10","TS11","TS12","TS13","TS14","TS15","TS16","TS17","TS18","TS19","TS20","TS21","TS22","TS23","TS24","TS25","TS26","TS27","TS28","TS29","TS30","TS31","TS32","TS33","TS34","TS35","TS36","TS37","TS38","TS39","TS40","TS41","TS42","TS43","TS44","TS45","TS46","TS47","TS48","TS49","TS50","TS51","TS52","TS53","TS54","TS55","TS56","TS57","TS58","TS59","TS60","TS61","TS62","TS63","TS64","TS65","TS66","TS67","TS68","TS69","TS70","TS71","TS72","TS73","TS74","TS75","TS76","TS77","TS78","TS79","TS80","Left_Right","FWD"
1,-0.030296,-0.028841,-0.02296,-0.02645,-0.0084639,-0.02006,-0.037407,-0.021697,-0.018597,-0.020643,-0.024844,-0.025205,-0.0014171,-0.0045681,-0.0083,-0.012007,-0.0077908,-0.018491,-0.0087192,-0.0045124,0.00014468,-0.019646,-0.00224,-0.0092993,0.0015405,-0.0049672,-0.0075747,-0.01047,0.0047101,-0.0030762,-0.0068441,-0.0017744,0.0019908,-0.0057091,-0.0022342,0.011436,0.01196,-0.00021969,0.0053222,-0.0055966,0.0079584,0.0019531,-0.0089577,0.01286,-0.0053943,-0.0032331,-0.0038623,-0.011328,-0.00057482,0.0023313,0.0050106,0.023859,0.00067085,-0.0010032,0.010946,-0.0010001,0.016844,-0.0061964,0.0095608,0.0099085,-0.0068361,-0.002271,0.0094057,-0.0065931,0.019649,-0.0041574,0.012968,0.0022545,-0.0078479,0.00095621,0.0021421,0.0025119,-0.0092048,-0.0033717,0.017227,0.0083492,-0.010402,0.0076727,0.00051321,-0.002307,1.08e-07,-2.45e-06
11,-0.024044,-0.031952,-0.031298,-0.032052,-0.025606,-0.023971,-0.028363,-0.020522,-0.0054292,-8.89e-05,-0.0045663,-0.019999,-0.01251,-0.03558,-0.0047954,-0.0094028,-0.012956,-0.0033174,-0.015586,0.00090373,-0.0067173,-0.02175,-0.025524,-0.006205,-0.013256,-0.0056051,-0.010175,-0.014706,-0.01404,0.0059977,-0.014959,-0.002656,-0.0083938,0.007559,-0.0098068,-0.0039014,0.0037053,-0.0069113,-0.0052808,-0.0097575,-0.0027358,0.0014031,0.0085647,-0.003171,-0.0020717,-0.0022307,0.013727,-0.015661,-0.0052556,-0.02576,0.0060516,0.0060122,0.0027936,0.0028339,-0.0043286,-0.011028,0.015492,-0.0077861,0.012368,0.021408,0.008025,0.0071172,0.000923,-0.012898,0.016598,-0.016987,-0.013627,0.0043118,0.0025207,0.00083929,0.010738,-0.0026542,-0.0023657,0.018717,0.010919,0.00051905,0.0083313,0.020045,-0.013505,-0.0048011,-0.000296787119,0.003643538658
21,-0.03274,-0.033949,-0.034489,-0.025662,-0.014291,-0.020957,-0.040756,-0.028565,-0.024008,-0.0088338,-0.028494,-0.015802,-0.029556,-0.035075,-0.028171,-0.01309,-0.041915,-0.025634,-0.014153,-0.014963,-0.0039875,-0.006571,0.00094609,-0.013166,0.02291,-0.01021,-0.026854,-0.016092,0.0081084,-0.0058826,0.00060257,-0.0094121,0.0060732,-0.013762,0.0097862,-0.021879,0.026709,0.027581,0.0037743,-0.0021712,0.008225,0.0013853,0.0041551,0.015115,0.013194,0.0058131,0.004539,-0.023476,0.00077111,0.022188,0.012648,0.0031247,0.0034447,-0.015966,-0.00034125,0.018275,0.018516,0.0084759,-0.00055907,0.020285,-0.024575,-0.011972,0.0088784,-0.004114,0.0097146,0.00015071,0.0040875,-0.0030572,-0.0031478,-0.0003264,-0.0061576,0.0077133,0.0134,-0.022654,-0.021518,-0.0045081,0.0034398,-0.0090212,0.006509,-0.0023021,-0.0012138560966,0.005805811676
31,-0.064637,-0.01907,-0.041201,-0.032526,-0.013907,-0.023753,-0.042827,-0.022514,-0.014433,-0.036474,-0.055097,-0.0088972,-0.0010263,-0.0043795,-0.036837,-0.026684,-0.012666,-0.02119,-0.040288,-0.026007,0.00083553,-0.025083,-0.021717,0.0052843,-0.047256,-0.0046932,-0.021821,-0.036725,-0.003515,0.0081882,0.0027002,-0.0058241,-0.0022339,0.024981,0.01406,-0.022215,0.012026,0.022599,0.0055826,9.47e-05,0.025039,0.015372,0.014707,7.17e-05,-0.013222,0.00028206,0.003364,0.019268,0.020509,0.046643,0.0043595,0.009967,-0.0093333,0.0058066,0.0118,0.009579,0.0090512,-0.0041775,0.0043514,0.03638,-0.0015464,0.0038579,0.019413,0.011959,-0.013365,-0.003427,0.015602,0.018488,-0.020333,0.0043806,0.0024724,0.00063465,-0.01679,0.0031442,-0.011309,0.021566,0.011501,-0.0041541,0.022115,0.001629,-0.0014775607258,0.00755843367
41,-0.048159,-0.0088256,-0.012248,-0.015521,-0.018651,-0.023579,-0.018257,-0.0003464,0.0044409,0.013074,0.00048713,0.015545,0.0046296,0.041916,0.00083424,0.0034321,0.032101,-0.01559,-0.0060564,0.0017706,-0.0046662,-0.0052542,0.0083366,-0.004344,-0.010204,0.0065419,0.0025762,-0.026376,0.013328,0.015762,-0.0051908,-0.0035842,-0.0065649,0.013061,0.0014438,-0.0035807,-0.0018534,0.022412,-0.017057,-0.0062168,0.0099226,0.013556,0.024346,-0.0075858,-0.0042412,0.020588,0.0094075,0.027928,0.019303,0.029825,0.032021,-0.0018533,-0.009144,0.0069968,0.00021324,-0.013945,0.0025717,-0.024684,-0.024981,0.0042092,0.015465,0.0041176,0.0013384,0.0014487,0.045093,-0.010059,0.032249,0.015582,0.001716,-0.00098565,0.0092064,0.0055284,-0.014252,0.042074,0.052148,0.0080849,-0.021893,0.019601,0.008646,-0.002968,-0.0016550176494,0.00790930705
51,-0.021995,-0.020784,-0.020513,-0.0091922,-0.025247,-0.015633,-0.021135,-0.0043957,-0.004785,-0.018403,-0.0042335,0.0087522,-0.009516,0.03728,-0.001443,0.014908,0.015548,-0.011694,0.0099829,0.013633,-0.022317,-0.018582,0.017783,0.01367,-0.006339,0.023008,-0.014192,-0.012041,0.038227,0.0031556,0.0011667,0.001449,-0.019104,-0.023001,-1.71e-05,-0.011517,0.0064411,0.0036162,-0.016858,-0.0007327,-0.0074992,-0.010663,0.005085,0.0044038,-0.0067326,0.0082209,0.0058279,-0.038381,-0.014939,-0.017713,-0.0023629,0.0023599,0.0012563,0.014218,-0.0029328,0.0053283,0.018803,-0.014104,-0.018546,0.0083117,-0.014765,0.0061249,0.010476,0.0012132,0.050156,-0.0084485,0.0056378,-0.014545,0.0060758,-0.0053222,0.0079133,0.0068729,0.0073129,-0.014438,0.038936,-0.021346,-0.024803,0.023203,-0.024493,-0.0015866,-0.0014640333882,0.009017247324
61,-0.039734,-0.028273,-0.027201,-0.0082224,-0.013141,-0.023148,-0.029637,-0.014668,-0.017649,-0.0485,-0.046462,-0.014412,-0.0031536,0.0053634,-0.041758,0.010192,-0.013672,0.00039036,-0.0052669,-0.023468,-0.032542,-0.024691,-0.0028683,0.0065249,0.003591,0.024993,-0.025249,0.0056687,0.0227,-0.011735,-0.014554,0.005196,-0.019763,-0.033498,-0.0086056,0.0066991,-0.0027846,0.0073059,-0.014077,-0.018124,-0.0050065,-0.0032349,0.01418,-0.017299,-0.0053028,0.004726,0.007491,-0.03318,-0.031736,-0.02601,-0.01697,0.0033502,0.0074313,0.010084,-0.0038262,0.0065486,0.017686,0.0082756,-0.0093448,0.011227,-0.0061699,0.012893,-0.0072625,-0.014244,0.034445,-0.024479,-0.013011,-0.013394,-0.003135,0.0027581,-0.012715,0.005638,0.041075,-0.027833,0.01466,-0.020616,-0.017289,-0.02367,-0.036797,-0.0022497,-0.0013356840718,0.008550905262
71,-0.040703,-0.028827,-0.044256,-0.019666,-0.0014938,-0.023792,-0.045028,-0.013116,-0.00665,-0.068032,-0.075543,-0.040932,-0.013211,-0.017868,-0.049676,-0.00032592,-0.013358,-0.015971,-0.03752,-0.028951,-0.017468,-0.013002,0.0022459,0.0069588,-0.013545,-0.0092927,-0.036082,0.017679,0.0045776,0.012057,-0.0162,0.011673,-0.036826,-0.022529,0.022382,-0.0058517,-0.0097951,-0.011201,0.011096,-0.010686,0.0065322,-0.016286,-0.0056947,0.020599,0.025385,-0.036873,0.01192,-0.034462,-0.024678,-0.013597,-0.042313,0.00035468,0.016878,-0.032532,-0.016025,0.0086356,-0.01382,-0.011223,0.020341,0.05612,-0.0079354,0.010391,-0.016936,-0.01221,0.0018709,-0.025841,-0.052222,0.00046038,0.012208,0.0052931,-0.025706,-0.010065,0.033987,-0.029989,-0.005051,0.027282,0.0053319,-0.020087,-0.041217,0.0017596,-0.0010726775194,0.009969210812
81,-0.032062,-0.015516,-0.048851,-0.029624,-0.00731,-0.022967,-0.044376,-0.031814,-0.0004651,-0.069899,-0.049916,-0.04058,-0.010636,-0.015783,-0.044833,0.010057,-0.021826,-0.0082728,-0.046457,-0.035853,-0.01765,-0.035694,0.012815,-0.0007285,-0.06017,-0.047596,-0.025514,-0.0060609,-0.0046028,0.024546,-0.025417,0.0026291,-0.034337,-0.030192,0.026144,-0.012452,0.0013075,-0.029361,0.0057854,-0.0020829,0.022871,-0.0035909,-0.015231,-0.0075209,0.0094595,-0.04055,-0.0024693,-0.012677,-0.017794,0.035491,-0.036466,0.00093042,0.017503,-0.051035,-0.01741,0.024799,-0.0083994,-0.011554,0.046655,0.053131,-0.017363,-5.67e-05,-0.03284,-0.022208,-0.0066999,0.0055134,-0.04735,0.013172,0.0038222,0.0086645,-0.024318,-0.021557,-0.008695,-0.00015958,-0.01853,0.037432,0.011737,0.00012928,-0.002999,0.0053448,-0.0013171588344,0.009957345264
91,-0.032289,-0.014032,-0.036949,-0.030462,-0.0063355,-0.030608,-0.041041,-0.022147,-0.010789,-0.038422,-0.02734,-0.036319,-0.036151,-0.036923,-0.038831,0.0035306,-0.025585,-0.0095914,-0.035906,-0.05761,-0.0014531,-0.016565,-0.011501,-0.0090046,-0.030165,-0.065854,-0.017511,-0.0092205,0.00010224,0.017158,-0.029266,-0.044362,-0.020258,-0.021726,0.025115,-0.027419,0.0054468,-0.027863,-0.0038984,-0.012296,0.037929,0.02304,-0.01647,-0.018061,-0.005936,-0.031898,0.01275,0.0040694,0.013304,0.084499,0.012829,0.018299,0.010443,-0.055979,-0.027941,0.026633,-0.021696,-0.0024285,0.050745,0.049115,-0.012766,0.018704,-0.016781,-0.037287,-0.022968,0.0035957,-0.039376,0.020094,0.0024826,0.012554,-0.02566,-0.028117,-0.027252,0.04052,-0.0090086,0.015688,0.024239,0.013932,0.019885,-0.010473,-0.0016983503006,0.011080300168
101,-0.084162,-0.029829,-0.04181,-0.046625,-0.018321,-0.044246,-0.033892,-0.040773,-0.0083795,-0.054946,-0.050682,-0.010183,-0.050421,-0.049125,-0.041038,0.0046955,-0.024781,-0.043211,-0.035995,-0.070767,-0.010879,-0.022951,0.011617,-0.011425,-0.017117,-0.071524,-0.041319,-0.011389,-0.0026486,0.026081,-0.034347,-0.038163,-0.035593,-0.0054372,0.028758,-0.032702,0.020871,-0.043618,-0.0030162,-0.013677,0.046855,0.023376,-0.034183,0.003093,-0.0068159,-0.045758,-0.0019351,-0.022739,0.043106,0.088016,0.017312,0.016202,0.012849,-0.049128,-0.0085042,0.017955,-0.021505,0.0028302,0.0029682,0.034398,0.009036,0.021437,-0.005286,-0.021007,-0.018592,-0.0082359,-0.034544,0.019436,0.0066371,0.0028545,-0.016909,-0.018009,-0.045893,0.051278,-0.011008,0.0012098,0.016817,0.020373,0.0073655,-0.0032513,-0.0018171797754,0.010894788198
111,-0.10081,-0.025934,-0.060542,-0.059637,-0.010914,-0.038942,-0.055014,-0.04776,-0.029966,-0.095296,-0.078416,-0.023593,-0.074636,-0.059526,-0.045543,0.015768,-0.026561,-0.066154,-0.050275,-0.079646,-0.029046,-0.026167,0.010989,-0.0039355,-0.027993,-0.079953,-0.075211,-0.0071052,-0.0080242,0.0081983,-0.044053,-0.054124,-0.030854,0.0052095,0.024981,-0.055956,0.05242,-0.066499,-0.0088113,0.0042515,0.046128,0.014649,-0.061779,0.019501,-0.017159,-0.060113,-0.008606,-0.047893,0.069601,0.094927,0.0071194,0.025447,0.0070415,-0.055345,-0.0080115,-0.0003014,-0.0035179,0.01605,-0.0091819,0.0084617,-0.01151,0.0045299,0.0047692,-0.0071148,-0.034374,-0.0052757,-0.016043,0.0070122,0.0019126,-0.0040514,-0.021192,0.0060462,-0.050408,0.032836,-0.038297,0.015372,0.037977,0.036083,-0.00062344,-0.020711,-0.003194664954,0.01132058024
121,-0.12197,-0.047567,-0.08159,-0.071573,-0.028255,-0.055457,-0.059915,-0.056804,-0.032662,-0.13617,-0.11447,-0.044982,-0.079554,-0.10119,-0.065435,0.0068988,-0.05812,-0.055151,-0.05672,-0.076259,-0.035984,-0.024305,0.0090579,-0.031229,-0.064736,-0.073641,-0.11798,-0.028767,-0.018722,-0.014745,-0.049916,-0.053732,-0.026701,-0.0017496,-0.0026299,-0.077583,0.039101,-0.085987,9.13e-05,-0.020497,0.032121,0.012893,-0.053818,-0.0055759,-0.027756,-0.064303,-0.0052049,-0.049507,0.073732,0.061685,-0.019655,0.036496,0.01467,-0.047703,-0.0047648,0.029809,-0.0079581,0.018213,-0.018552,-0.015206,0.0065268,0.0014246,0.0233,-0.0022116,-0.045655,-0.013366,0.0088037,-0.0082655,-0.0065879,0.0077386,-0.026943,-0.0084544,-0.056178,0.025115,-0.028497,0.0037823,0.043505,0.024656,0.0095751,-0.022131,-0.003669990784,0.013230664544
131,-0.1654,-0.11004,-0.090923,-0.12024,-0.052055,-0.094385,-0.078563,-0.092235,-0.079115,-0.14491,-0.11657,-0.081774,-0.10306,-0.12374,-0.079761,-0.018781,-0.077115,-0.056245,-0.090033,-0.075527,-0.070836,-0.041731,-0.016859,-0.039658,-0.050572,-0.079924,-0.12562,-0.030791,-0.018171,-0.054353,-0.058931,-0.066806,-0.041816,-0.0036184,-0.011063,-0.066082,0.03959,-0.078881,-0.013215,-0.020705,0.0010693,0.0054212,-0.064288,-0.02637,-0.020171,-0.062639,-0.02282,-0.056096,0.086678,0.039445,-0.014007,0.037807,0.019182,0.0017283,0.0026967,0.027184,0.039773,0.014198,-0.040557,-0.046195,-0.014586,-0.00088501,0.024734,0.0022181,-0.055952,-0.028501,0.033896,-0.010733,-0.003494,0.0021153,-0.037159,-1.84e-05,-0.047725,0.013659,-0.0072134,-0.0079703,0.039778,0.0071968,0.005135,-0.0089387,-0.003494595088,0.012284449562
141,-0.22405,-0.18228,-0.12355,-0.18013,-0.072424,-0.14067,-0.094079,-0.13825,-0.11258,-0.12126,-0.1323,-0.11318,-0.15219,-0.16217,-0.083513,-0.068327,-0.1079,-0.097233,-0.11057,-0.074236,-0.082668,-0.073443,-0.064926,-0.036718,-0.060701,-0.072451,-0.11119,-0.038979,-0.047615,-0.072768,-0.053719,-0.06643,-0.044356,-0.025629,-0.010919,-0.054614,0.044137,-0.068377,-0.026508,-0.034007,-0.0013961,0.0051456,-0.057686,0.0020481,-0.010217,-0.024553,-0.025919,-0.060583,0.058425,0.0089285,-0.023281,0.034558,0.012328,0.0087442,0.0021696,0.03444,0.04742,-0.0024979,-0.064977,-0.069745,-0.028698,0.00054157,0.037069,0.013567,-0.030264,-0.045252,0.046394,-0.016547,-0.015329,0.0051792,-0.045803,0.018221,-0.0014679,0.02492,-0.012412,0.0027678,0.041755,-0.00046472,0.0047577,0.032183,-0.005637437654,0.013994826116
151,-0.30127,-0.27889,-0.1819,-0.23317,-0.10837,-0.20474,-0.13739,-0.18811,-0.15763,-0.13325,-0.16315,-0.16939,-0.17826,-0.22491,-0.094866,-0.1164,-0.16741,-0.1105,-0.12241,-0.10353,-0.13239,-0.12201,-0.15444,-0.048428,-0.074733,-0.077824,-0.12778,-0.08395,-0.082684,-0.095352,-0.066942,-0.053191,-0.067969,-0.036282,-0.0043506,-0.032725,0.039067,-0.06705,-0.020768,-0.047966,-0.016025,0.014828,-0.073453,0.03126,-0.040546,-0.021502,-0.013494,-0.065969,0.03912,-0.01253,-0.012582,0.063773,0.016321,-0.026247,0.010492,0.045585,0.049609,0.0054578,-0.092797,-0.068861,-0.070613,0.0068132,0.038932,0.010365,-0.017021,-0.03007,0.072314,-0.030614,-0.014971,0.0044053,-0.042876,-0.00091632,0.011235,0.015813,-0.021621,0.033023,0.046921,-0.013211,0.014399,0.036572,-0.0015094539056,0.01423507115
161,-0.40313,-0.38624,-0.22873,-0.3023,-0.14175,-0.27893,-0.17587,-0.25638,-0.21466,-0.21728,-0.19925,-0.24723,-0.20987,-0.2802,-0.12387,-0.18591,-0.24968,-0.1346,-0.19022,-0.16073,-0.16278,-0.13266,-0.20757,-0.085504,-0.12012,-0.074207,-0.17618,-0.10362,-0.15398,-0.11618,-0.10743,-0.050989,-0.084298,-0.065996,-0.008753,-0.034064,0.042657,-0.084221,-0.032671,-0.040987,-0.028835,0.0044039,-0.061382,0.056218,-0.056267,-0.032328,-0.033228,-0.063344,0.01163,-0.034804,-0.051626,0.078849,0.014411,-0.032031,-5.78e-05,0.066647,0.070053,0.007565,-0.093874,-0.067803,-0.10129,0.0094143,0.033758,0.0040525,-0.0017015,-0.031399,0.028567,-0.036649,-0.01014,0.0029033,-0.041743,-0.0038307,0.0059882,0.010467,-0.045331,0.054065,0.022108,-0.02676,-0.00037675,0.03521,-0.0019984322476,0.014963826958
171,-0.52145,-0.51204,-0.29618,-0.39739,-0.18992,-0.35315,-0.22217,-0.3274,-0.27723,-0.33084,-0.27296,-0.33924,-0.24112,-0.34329,-0.16801,-0.2356,-0.32609,-0.16987,-0.2497,-0.19211,-0.19207,-0.17428,-0.24354,-0.11306,-0.17893,-0.086738,-0.20906,-0.14299,-0.21075,-0.12503,-0.12854,-0.072085,-0.12975,-0.058079,0.0039458,-0.020997,0.068081,-0.11384,-0.020705,-0.070378,-0.03881,-0.004232,-0.070948,0.059908,-0.070618,-0.037975,-0.030146,-0.10024,-0.030744,-0.05567,-0.072836,0.089637,0.033147,-0.078414,-0.00527,0.078975,0.079326,0.015991,-0.069616,-0.079442,-0.11787,0.017737,0.041127,0.016344,-6.08e-05,-0.012596,0.012926,-0.031833,-0.021517,0.023488,-0.045315,0.011261,0.0062688,0.0055873,-0.05284,0.054449,0.022897,-0.010393,-0.010098,0.047214,-0.00286558824,0.016781742308
181,-0.64444,-0.61101,-0.35518,-0.49992,-0.22853,-0.43687,-0.26786,-0.39292,-0.31822,-0.38343,-0.36097,-0.38585,-0.28787,-0.41222,-0.20568,-0.29741,-0.40023,-0.22349,-0.29672,-0.2463,-0.23601,-0.21101,-0.2684,-0.13656,-0.21948,-0.1198,-0.22099,-0.17972,-0.26017,-0.1471,-0.15224,-0.10052,-0.1411,-0.060759,-0.0074034,-0.043759,0.096508,-0.13495,-0.016699,-0.11413,-0.060828,-0.010764,-0.089727,0.039719,-0.083386,-0.027024,-0.034604,-0.12331,-0.056541,-0.055973,-0.080704,0.080102,0.029427,-0.10042,-0.025719,0.084833,0.06824,-0.0044502,-0.052344,-0.10466,-0.12657,0.0068853,0.027575,0.016479,0.040067,-0.014203,0.019108,-0.002939,-0.021915,0.034748,-0.042264,0.026012,-0.02036,0.0079197,-0.031008,0.071721,0.0068591,-0.026517,-0.016598,0.049042,-0.003063547922,0.02299013104
191,-0.71128,-0.69261,-0.40391,-0.55611,-0.2663,-0.49068,-0.33538,-0.44512,-0.36424,-0.33604,-0.32391,-0.42271,-0.31688,-0.44081,-0.21927,-0.34303,-0.47064,-0.25287,-0.33669,-0.26462,-0.27022,-0.23565,-0.27933,-0.17855,-0.21829,-0.12628,-0.20393,-0.19861,-0.29909,-0.18189,-0.16637,-0.12342,-0.14707,-0.10378,-0.025298,-0.03828,0.10193,-0.096577,-0.033265,-0.14898,-0.072929,0.020201,-0.12946,0.041005,-0.111,0.011005,-0.032162,-0.10662,-0.093988,-0.07264,-0.017105,0.099145,0.024337,-0.11947,-0.013928,0.10242,0.067394,0.0043658,-0.05937,-0.12084,-0.14855,0.0047383,0.035023,0.0073328,0.070894,-0.038196,0.032929,0.023256,-0.012578,0.033528,-0.045319,0.038902,-0.060651,0.0035333,-0.027446,0.040213,0.01018,-0.044396,-0.014731,0.029624,-0.0015128914422,0.02190236454
201,-0.77632,-0.75754,-0.44907,-0.59943,-0.29936,-0.54602,-0.394,-0.49395,-0.39546,-0.31429,-0.29923,-0.41828,-0.31432,-0.42774,-0.21807,-0.38321,-0.4531,-0.25339,-0.35995,-0.28506,-0.303,-0.24238,-0.32969,-0.18743,-0.22984,-0.11916,-0.17078,-0.22665,-0.34815,-0.19887,-0.16637,-0.11821,-0.12626,-0.11637,-0.043562,-0.052255,0.10102,-0.059744,-0.042852,-0.19098,-0.078395,0.055429,-0.11855,0.032011,-0.12757,-0.0068451,-0.035039,-0.090326,-0.13154,-0.093685,0.060623,0.086348,0.036665,-0.11722,-0.0086674,0.1087,0.097672,-0.010941,-0.06733,-0.10656,-0.11769,0.011643,0.052609,0.01674,0.086817,-0.076424,0.046902,0.015947,-0.017381,0.033004,-0.036649,0.038651,-0.068858,-0.0052746,0.039946,0.022947,0.01063,-0.034326,0.018717,0.031075,-0.0018406918008,0.019488337904
211,-0.8357,-0.81857,-0.4819,-0.62553,-0.31552,-0.57865,-0.44642,-0.50315,-0.42891,-0.32371,-0.295,-0.40478,-0.35204,-0.41778,-0.23327,-0.40766,-0.43389,-0.28402,-0.38181,-0.27008,-0.3185,-0.26556,-0.32862,-0.20245,-0.21721,-0.12525,-0.14125,-0.24851,-0.36587,-0.20247,-0.15855,-0.12746,-0.13666,-0.11605,-0.048065,-0.058773,0.09628,-0.064838,-0.056527,-0.26068,-0.070047,0.059483,-0.13438,0.02608,-0.15439,-0.020025,-0.055679,-0.094555,-0.14315,-0.10383,0.08602,0.090813,0.039548,-0.081074,-0.0039746,0.074995,0.11451,-0.0095461,-0.086282,-0.11545,-0.11763,0.010837,0.051492,0.013223,0.079757,-0.099848,0.068426,0.019151,-0.01639,0.032945,-0.024055,0.049819,-0.061999,0.0058473,0.090487,0.013091,0.0071307,-0.043207,0.026243,0.018703,0.005179578324,0.03519444024
221,-0.88437,-0.89587,-0.53788,-0.64723,-0.34313,-0.60534,-0.508,-0.52009,-0.4489,-0.35714,-0.2941,-0.42713,-0.35202,-0.4635,-0.23957,-0.46157,-0.45376,-0.3333,-0.37342,-0.24981,-0.32795,-0.27778,-0.34895,-0.22929,-0.21694,-0.16642,-0.10146,-0.27302,-0.36356,-0.21506,-0.1898,-0.14285,-0.1769,-0.10436,-0.046016,-0.057963,0.13411,-0.12339,-0.039571,-0.29699,-0.070919,0.037613,-0.15162,0.043199,-0.19295,-0.048428,-0.033107,-0.099209,-0.16936,-0.098249,0.052597,0.090875,0.024181,-0.060916,-0.0094569,0.067535,0.1236,-0.01381,-0.095725,-0.13223,-0.13679,0.010909,0.050593,0.01208,0.088102,-0.10835,0.06867,0.044598,-0.017452,0.021144,-0.032502,0.1045,-0.067185,0.0066595,0.051082,-0.0034427,0.00059656,-0.011015,0.032329,0.012216,0.00512890359,0.02829466872
231,-0.95802,-0.9809,-0.58691,-0.68295,-0.37129,-0.62566,-0.55785,-0.53543,-0.48267,-0.43274,-0.35671,-0.44811,-0.37064,-0.52318,-0.27767,-0.47859,-0.47555,-0.40336,-0.37756,-0.27655,-0.3425,-0.30368,-0.36613,-0.24582,-0.22578,-0.18403,-0.10357,-0.30141,-0.37094,-0.2263,-0.20237,-0.15347,-0.1998,-0.09583,-0.047029,-0.043932,0.15105,-0.18899,-0.042621,-0.32996,-0.072793,0.0094071,-0.14092,0.07723,-0.21824,-0.083887,-0.022864,-0.11637,-0.17357,-0.10608,0.036646,0.098161,0.03808,-0.057097,-0.013967,0.09007,0.14268,-0.011995,-0.062229,-0.12711,-0.15349,-0.00023209,0.068373,0.0082699,0.10034,-0.11016,0.044339,0.076041,-0.012385,0.029806,-0.040178,0.14597,-0.062071,0.00013987,-0.003679,0.028369,-0.0021068,-0.0045778,0.023874,0.016225,0.00016915350274,0.022831766
241,-0.95952,-0.95634,-0.61902,-0.64142,-0.37017,-0.58778,-0.57114,-0.50448,-0.43299,-0.50304,-0.4159,-0.47015,-0.34505,-0.54167,-0.31498,-0.45931,-0.49515,-0.41804,-0.39459,-0.30405,-0.34744,-0.30973,-0.33275,-0.23137,-0.23262,-0.13716,-0.11611,-0.30057,-0.39572,-0.24756,-0.20711,-0.17066,-0.14043,-0.098867,-0.056662,-0.073776,0.15951,-0.21058,-0.038565,-0.35039,-0.064661,-0.017729,-0.17362,0.086729,-0.22041,-0.12185,0.0031528,-0.11252,-0.19178,-0.10507,0.0092012,0.11082,0.056441,-0.071819,-0.03539,0.093332,0.12574,-0.0020184,-0.016238,-0.13831,-0.15623,0.0034786,0.074025,0.0020699,0.10811,-0.097644,0.039439,0.076751,-0.0054999,0.027108,-0.039887,0.17053,-0.073378,0.018136,-0.0025817,0.05399,0.0085746,0.030696,0.011753,0.01111,-0.03077638116,0.0759918522
251,-0.86413,-0.6311,-0.61795,-0.20782,-0.27939,-0.37116,-0.4467,-0.27956,-0.21579,-0.50822,-0.51493,-0.33391,-0.25803,-0.38978,-0.34388,-0.34291,-0.38616,-0.38398,-0.2644,-0.40987,-0.28425,-0.27895,-0.24672,-0.17335,-0.33329,0.0057668,-0.16731,-0.31023,-0.29654,-0.19818,-0.21225,-0.20216,0.00049144,-0.091277,-0.088484,-0.072689,0.059331,-0.19851,-0.0028314,-0.34241,-0.021222,-0.026464,-0.19544,0.020461,-0.19116,-0.18239,0.066816,-0.10055,-0.16841,-0.092246,-0.0014574,0.14222,0.064313,-0.09231,-0.027587,0.033138,0.0965,0.018561,-0.015936,-0.071103,-0.19364,0.036188,0.047855,0.0086607,0.14131,-0.096423,0.047298,0.040545,0.02599,0.023155,0.026002,0.14014,-0.064208,-0.021362,0.021237,0.086141,0.00011128,0.11643,-0.026616,0.0018936,-0.71469505,0.461701461
261,-0.63623,-0.34831,-0.50159,0.050373,-0.21961,-0.132,-0.37193,-0.10977,-0.0047363,-0.38911,-0.43888,-0.18915,-0.15231,-0.22848,-0.32822,-0.20752,-0.26969,-0.30822,-0.17646,-0.36712,-0.16748,-0.19812,0.095615,-0.1292,-0.27702,0.10293,-0.17194,-0.26202,-0.12379,-0.093588,-0.20009,-0.16845,0.10727,-0.076758,-0.10974,-0.14457,0.062061,-0.16837,-0.0091855,-0.32099,0.009396,-0.022907,-0.15209,-0.03159,-0.15102,-0.16341,0.1517,-0.095727,-0.12205,-0.076662,0.0065762,0.12579,0.047358,-0.06948,-0.061076,0.0010972,0.084867,0.035072,0.03,0.022939,-0.13982,0.064458,0.020977,0.02041,0.19459,-0.12734,0.0026241,0.00509,0.067985,0.026917,0.060866,0.1267,-0.063676,-0.015552,0.068907,0.11485,-0.0019678,0.11518,-0.070253,-4.83e-05,-1.1173860494,0.763694717
271,-0.43858,-0.15211,-0.23449,0.18708,-0.12887,0.014522,-0.31184,0.033556,0.081774,-0.32879,-0.3473,-0.12096,-0.07978,-0.11711,-0.2534,-0.10682,-0.20794,-0.129,-0.085593,-0.29682,-0.064436,-0.072921,0.26514,-0.04471,-0.21389,0.17057,-0.1642,-0.20381,0.039194,-0.047931,-0.13238,-0.14313,0.17171,-0.04961,-0.096681,-0.15897,0.020907,-0.12495,-0.02221,-0.28547,0.0049213,-0.038118,-0.11351,-0.032696,-0.061179,-0.1501,0.19126,-0.049887,-0.086155,-0.07201,0.0074286,0.10546,0.042848,-0.06155,-0.067982,-0.0028461,0.12617,-0.0012942,0.080352,0.065285,-0.080878,0.081407,0.029589,0.02234,0.23845,-0.13617,-0.03936,-0.014396,0.076453,0.0075826,0.088118,0.12009,-0.049775,0.010871,0.058288,0.12411,-0.023569,0.10089,-0.078726,0.0094645,-0.7601610212,0.5776260292
